Type,StartX,StartY,EndX,EndY,Width
Wall,254212.3383713328,2821104.190977749,254213.48196695987,2821107.22640232,0.0
Wall,254213.48196695987,2821107.22640232,254214.52234765716,2821110.217457742,0.0
Wall,254214.52234765716,2821110.217457742,254215.42148878504,2821112.5177691537,0.0
Wall,254215.42148878504,2821112.5177691537,254216.42662558472,2821115.256750819,0.0
Wall,254216.42662558472,2821115.256750819,254217.45072277705,2821118.178426904,0.0
Wall,254216.98251865729,2821097.8918604343,254216.90682503884,2821097.650435199,0.0
Wall,254216.90682503884,2821097.650435199,254216.70305987133,2821097.7238171413,0.0
Wall,254216.32388755196,2821097.8603684553,254216.15889626945,2821097.9197867597,0.0
Wall,254216.15889626945,2821097.9197867597,254216.39115780615,2821098.6617682367,0.0
Wall,254216.39115780615,2821098.6617682367,254217.14202126436,2821098.4005949255,0.0
Wall,254217.14202126436,2821098.4005949255,254217.10319399973,2821098.2767551397,0.0
Wall,254216.5174571573,2821098.5473157275,254216.9771920643,2821098.3874058444,0.0
Wall,254216.9771920643,2821098.3874058444,254217.02955119585,2821098.300350861,0.0
Wall,254217.02955119585,2821098.300350861,254216.8820365442,2821097.8465392077,0.0
Wall,254216.8820365442,2821097.8465392077,254216.7457088293,2821097.7763493177,0.0
Wall,254216.7457088293,2821097.7763493177,254216.32586504414,2821097.9321375364,0.0
Wall,254216.32586504414,2821097.9321375364,254216.26946912147,2821098.0653437637,0.0
Wall,254216.26946912147,2821098.0653437637,254216.39416096135,2821098.4651323333,0.0
Wall,254216.39416096135,2821098.4651323333,254216.5174571573,2821098.5473157275,0.0
Wall,254216.23595288358,2821101.643556419,254216.9826751487,2821101.383823542,0.0
Wall,254216.8510747568,2821101.0054773586,254216.1043524917,2821101.265210236,0.0
Wall,254224.44142870378,2821106.6436145897,254224.7032724555,2821107.4161659814,0.0
Wall,254224.7032724555,2821107.4161659814,254224.19295073298,2821107.5936715086,0.0
Wall,254224.19295073298,2821107.5936715086,254224.0696614191,2821107.239219363,0.0
Wall,254224.0696614191,2821107.239219363,254222.2482236868,2821107.8727712,0.0
Wall,254222.2482236868,2821107.8727712,254222.3420926912,2821108.1426410615,0.0
Wall,254222.3420926912,2821108.1426410615,254221.08406249274,2821108.5802225,0.0
Wall,254221.08406249274,2821108.5802225,254220.85795153683,2821107.9301619963,0.0
Wall,254220.85795153683,2821107.9301619963,254221.71293843683,2821107.6142049334,0.0
Wall,254221.71293843683,2821107.6142049334,254221.63529820094,2821107.3909921716,0.0
Wall,254221.63529820094,2821107.3909921716,254222.0388012394,2821107.250641455,0.0
Wall,254222.0388012394,2821107.250641455,254222.11628934497,2821107.4734168476,0.0
Wall,254222.11628934497,2821107.4734168476,254224.44142870378,2821106.6436145897,0.0
Wall,254225.4113162655,2821106.2953726803,254224.44142870378,2821106.6436145897,0.0
Wall,254225.48473967507,2821106.4952207045,254224.50830524415,2821106.840929072,0.0
Wall,254215.080559051,2821099.121789667,254214.8342840687,2821098.392200191,0.0
Wall,254214.8342840687,2821098.392200191,254214.12042806117,2821098.640501177,0.0
Wall,254214.12042806117,2821098.640501177,254214.37112987787,2821099.3612594823,0.0
Wall,254214.37112987787,2821099.3612594823,254215.080559051,2821099.121789667,0.0
Wall,254212.65799483456,2821099.9740467323,254213.3255270663,2821099.7383250594,0.0
Wall,254213.3255270663,2821099.7383250594,254213.094242002,2821099.004011915,0.0
Wall,254213.094242002,2821099.004011915,254212.41067626086,2821099.24945319,0.0
Wall,254212.41067626086,2821099.24945319,254212.65799483456,2821099.9740467323,0.0
Wall,254211.2746997521,2821100.4604684548,254211.577069322,2821100.355295056,0.0
Wall,254211.577069322,2821100.355295056,254211.34371273575,2821099.6346429894,0.0
Wall,254211.34371273575,2821099.6346429894,254211.03914315705,2821099.7405816186,0.0
Wall,254211.2746997521,2821100.4604684548,254211.25531235902,2821100.404730428,0.0
Wall,254211.25531235902,2821100.404730428,254211.49721961742,2821100.320587673,0.0
Wall,254211.49721961742,2821100.320587673,254211.3025212087,2821099.7110188883,0.0
Wall,254211.3025212087,2821099.7110188883,254211.05839609154,2821099.795933082,0.0
Wall,254211.05839609154,2821099.795933082,254211.03914315705,2821099.7405816186,0.0
Wall,254211.03914315705,2821099.7405816186,254210.70803067266,2821099.8557526832,0.0
Wall,254210.70803067266,2821099.8557526832,254210.93422278602,2821100.5886405576,0.0
Wall,254210.93422278602,2821100.5886405576,254211.2746997521,2821100.4604684548,0.0
Wall,254212.77537688537,2821099.857327566,254213.1544254647,2821099.7254828587,0.0
Wall,254213.1544254647,2821099.7254828587,254213.20424307222,2821099.6225254056,0.0
Wall,254213.20424307222,2821099.6225254056,254213.06425684562,2821099.1904537966,0.0
Wall,254213.06425684562,2821099.1904537966,254212.92640975807,2821099.123754283,0.0
Wall,254212.92640975807,2821099.123754283,254212.57646298924,2821099.2454764885,0.0
Wall,254212.57646298924,2821099.2454764885,254212.52012236413,2821099.3619149844,0.0
Wall,254212.52012236413,2821099.3619149844,254212.65866671444,2821099.7936904402,0.0
Wall,254212.65866671444,2821099.7936904402,254212.77537688537,2821099.857327566,0.0
Wall,254214.5003097514,2821099.250701951,254214.90799414538,2821099.1088968306,0.0
Wall,254214.90799414538,2821099.1088968306,254214.96685507282,2821099.0211477485,0.0
Wall,254214.96685507282,2821099.0211477485,254214.81833519222,2821098.5686167898,0.0
Wall,254214.81833519222,2821098.5686167898,254214.6708465471,2821098.5129219387,0.0
Wall,254214.6708465471,2821098.5129219387,254214.30162321887,2821098.648723199,0.0
Wall,254214.30162321887,2821098.648723199,254214.233730087,2821098.773309873,0.0
Wall,254214.233730087,2821098.773309873,254214.37776290497,2821099.187398814,0.0
Wall,254214.37776290497,2821099.187398814,254214.5003097514,2821099.250701951,0.0
Wall,254216.29707360626,2821104.699252775,254216.78264634512,2821104.530355702,0.0
Wall,254216.78264634512,2821104.530355702,254216.83030210834,2821104.4318661066,0.0
Wall,254216.83030210834,2821104.4318661066,254216.66123810923,2821103.94581346,0.0
Wall,254216.66123810923,2821103.94581346,254216.55398524643,2821103.89391745,0.0
Wall,254216.55398524643,2821103.89391745,254216.08474513545,2821104.0571335345,0.0
Wall,254216.08474513545,2821104.0571335345,254216.0254917776,2821104.1496221237,0.0
Wall,254216.0254917776,2821104.1496221237,254216.19057753062,2821104.643767797,0.0
Wall,254216.19057753062,2821104.643767797,254216.29707360626,2821104.699252775,0.0
Wall,254220.85633866594,2821103.1792078,254220.8130381849,2821103.288034701,0.0
Wall,254220.8130381849,2821103.288034701,254220.3326776373,2821103.4551188136,0.0
Wall,254220.3326776373,2821103.4551188136,254220.24048944144,2821103.3801640105,0.0
Wall,254220.24048944144,2821103.3801640105,254220.0458773937,2821102.863907426,0.0
Wall,254220.0458773937,2821102.863907426,254220.09935040004,2821102.716588393,0.0
Wall,254220.09935040004,2821102.716588393,254220.54222506078,2821102.5733837546,0.0
Wall,254220.54222506078,2821102.5733837546,254220.661583325,2821102.631137156,0.0
Wall,254220.661583325,2821102.631137156,254220.85633866594,2821103.1792078,0.0
Wall,254217.1892019086,2821107.423350966,254217.64197441327,2821107.2586546475,0.0
Wall,254217.64197441327,2821107.2586546475,254217.71912586418,2821107.1570035797,0.0
Wall,254217.71912586418,2821107.1570035797,254217.57329857128,2821106.672246993,0.0
Wall,254217.57329857128,2821106.672246993,254217.45600420737,2821106.60825345,0.0
Wall,254217.45600420737,2821106.60825345,254217.01988212674,2821106.7525636116,0.0
Wall,254217.01988212674,2821106.7525636116,254216.92380490914,2821106.875595317,0.0
Wall,254216.92380490914,2821106.875595317,254217.07419898204,2821107.3714390253,0.0
Wall,254217.07419898204,2821107.3714390253,254217.1892019086,2821107.423350966,0.0
Wall,254221.7897662792,2821105.679770117,254221.62151811933,2821105.231370027,0.0
Wall,254221.62151811933,2821105.231370027,254221.50427623568,2821105.1676999433,0.0
Wall,254221.50427623568,2821105.1676999433,254221.038010166,2821105.3437085776,0.0
Wall,254221.038010166,2821105.3437085776,254220.9901641273,2821105.4425914134,0.0
Wall,254220.9901641273,2821105.4425914134,254221.16642250735,2821105.907099577,0.0
Wall,254221.16642250735,2821105.907099577,254221.26822455018,2821105.967339752,0.0
Wall,254221.26822455018,2821105.967339752,254221.7537391252,2821105.7898334083,0.0
Wall,254221.7537391252,2821105.7898334083,254221.7897662792,2821105.679770117,0.0
Wall,254223.53015839212,2821113.1210141415,254223.98371153892,2821112.952421158,0.0
Wall,254223.98371153892,2821112.952421158,254224.02994237217,2821112.8407005193,0.0
Wall,254224.02994237217,2821112.8407005193,254223.8685287635,2821112.397438382,0.0
Wall,254223.8685287635,2821112.397438382,254223.7453732302,2821112.3546912945,0.0
Wall,254223.7453732302,2821112.3546912945,254223.32091637183,2821112.5090532317,0.0
Wall,254223.32091637183,2821112.5090532317,254223.28055248194,2821112.637784929,0.0
Wall,254223.28055248194,2821112.637784929,254223.43449156737,2821113.067482404,0.0
Wall,254223.43449156737,2821113.067482404,254223.53015839212,2821113.1210141415,0.0
Wall,254222.63907401985,2821110.6936776107,254223.10054929898,2821110.5331623727,0.0
Wall,254223.10054929898,2821110.5331623727,254223.12371194497,2821110.390356703,0.0
Wall,254223.12371194497,2821110.390356703,254222.95912717193,2821109.940350566,0.0
Wall,254222.95912717193,2821109.940350566,254222.85560892423,2821109.890261609,0.0
Wall,254222.85560892423,2821109.890261609,254222.44070322267,2821110.02660901,0.0
Wall,254222.44070322267,2821110.02660901,254222.362338307,2821110.1706633847,0.0
Wall,254222.362338307,2821110.1706633847,254222.53547750195,2821110.633556468,0.0
Wall,254222.53547750195,2821110.633556468,254222.63907401985,2821110.6936776107,0.0
Wall,254216.1071951422,2821104.9385420727,254217.05555830375,2821104.5886919843,0.0
Wall,254217.05555830375,2821104.5886919843,254216.73368132472,2821103.6633077613,0.0
Wall,254216.73368132472,2821103.6633077613,254215.78753919274,2821103.992404977,0.0
Wall,254215.78753919274,2821103.992404977,254216.1071951422,2821104.9385420727,0.0
Wall,254220.18418766226,2821103.6503100973,254221.07060649068,2821103.3486251263,0.0
Wall,254221.07060649068,2821103.3486251263,254220.7163933164,2821102.376038094,0.0
Wall,254220.7163933164,2821102.376038094,254219.8239567334,2821102.6697703456,0.0
Wall,254219.8239567334,2821102.6697703456,254220.18418766226,2821103.6503100973,0.0
Wall,254216.68491752743,2821106.7068027803,254216.96515307107,2821107.5986876725,0.0
Wall,254216.96515307107,2821107.5986876725,254217.0075424231,2821107.6536949906,0.0
Wall,254217.0075424231,2821107.6536949906,254217.93638793397,2821107.3306140695,0.0
Wall,254217.93638793397,2821107.3306140695,254217.63508469219,2821106.37734058,0.0
Wall,254217.63508469219,2821106.37734058,254216.68491752743,2821106.7068027803,0.0
Wall,254221.1136931071,2821106.199539212,254222.02564360955,2821105.856490958,0.0
Wall,254222.02564360955,2821105.856490958,254221.6736841264,2821104.940661592,0.0
Wall,254221.6736841264,2821104.940661592,254220.77234245685,2821105.277622822,0.0
Wall,254220.77234245685,2821105.277622822,254221.1136931071,2821106.199539212,0.0
Wall,254223.0322511753,2821109.695226259,254222.12700758036,2821110.0030356334,0.0
Wall,254222.12700758036,2821110.0030356334,254222.45780500743,2821110.9050098644,0.0
Wall,254222.45780500743,2821110.9050098644,254223.3541333596,2821110.60090815,0.0
Wall,254223.3541333596,2821110.60090815,254223.0322511753,2821109.695226259,0.0
Wall,254223.363846911,2821113.3504396486,254224.2443734145,2821113.015563155,0.0
Wall,254224.2443734145,2821113.015563155,254223.92488232531,2821112.1393060624,0.0
Wall,254223.92488232531,2821112.1393060624,254223.06068435445,2821112.461039773,0.0
Wall,254223.06068435445,2821112.461039773,254223.0528429398,2821112.501962399,0.0
Wall,254223.0528429398,2821112.501962399,254223.363846911,2821113.3504396486,0.0
Wall,254231.27921302078,2821111.296967081,254229.56226671004,2821106.5323979063,0.0
Wall,254229.56226671004,2821106.5323979063,254228.627057362,2821103.9473852264,0.0
Wall,254228.627057362,2821103.9473852264,254227.93647897633,2821102.0446750745,0.0
Wall,254227.93647897633,2821102.0446750745,254226.78354640226,2821098.8433274576,0.0
Wall,254226.78354640226,2821098.8433274576,254224.83658996166,2821093.390738332,0.0
Wall,254224.83658996166,2821093.390738332,254222.34392077374,2821086.3799052546,0.0
Wall,254222.34392077374,2821086.3799052546,254223.0683920709,2821086.124506443,0.0
Wall,254223.0683920709,2821086.124506443,254222.91377314943,2821085.685910156,0.0
Wall,254222.91377314943,2821085.685910156,254222.19769723935,2821085.940272198,0.0
Wall,254221.7724912987,2821086.091312402,254220.57957262598,2821086.515056904,0.0
Wall,254220.15436668534,2821086.6660971073,254218.95076270442,2821087.093637208,0.0
Wall,254218.52555676378,2821087.244677412,254217.3189450388,2821087.673285913,0.0
Wall,254216.92450202868,2821087.8133986136,254215.72814081653,2821088.2383659626,0.0
Wall,254215.72814081653,2821088.2383659626,254215.2477216547,2821086.87559575,0.0
Wall,254215.2477216547,2821086.87559575,254214.82896891228,2821087.023219201,0.0
Wall,254214.82896891228,2821087.023219201,254215.30911436692,2821088.385213008,0.0
Wall,254215.30911436692,2821088.385213008,254215.0790222651,2821088.466327677,0.0
Wall,254215.0790222651,2821088.466327677,254215.1615325519,2821088.7003786266,0.0
Wall,254215.1615325519,2821088.7003786266,254215.23991278448,2821088.6727471408,0.0
Wall,254215.23991278448,2821088.6727471408,254215.4216341642,2821089.188223006,0.0
Wall,254215.4216341642,2821089.188223006,254215.82905591588,2821089.0543868844,0.0
Wall,254215.82905591588,2821089.0543868844,254215.72017798145,2821088.74554074,0.0
Wall,254215.72017798145,2821088.74554074,254216.84056971225,2821088.3505675807,0.0
Wall,254216.84056971225,2821088.3505675807,254217.7761869284,2821090.9418815207,0.0
Wall,254217.7761869284,2821090.9418815207,254218.3595738069,2821090.736219383,0.0
Wall,254218.3595738069,2821090.736219383,254218.1230908608,2821090.1261704983,0.0
Wall,254218.1230908608,2821090.1261704983,254217.92443997113,2821090.196201156,0.0
Wall,254217.92443997113,2821090.196201156,254217.20461993606,2821088.2117512506,0.0
Wall,254217.20461993606,2821088.2117512506,254221.84348216414,2821086.5533150323,0.0
Wall,254221.84348216414,2821086.5533150323,254222.61187842023,2821088.7024158915,0.0
Wall,254222.61187842023,2821088.7024158915,254221.12993633744,2821089.2293700557,0.0
Wall,254221.12993633744,2821089.2293700557,254221.0505542443,2821089.004192626,0.0
Wall,254221.0505542443,2821089.004192626,254220.63002803217,2821089.1524412804,0.0
Wall,254220.63002803217,2821089.1524412804,254220.85383111998,2821089.787287277,0.0
Wall,254220.85383111998,2821089.787287277,254222.75902331053,2821089.115647387,0.0
Wall,254222.75902331053,2821089.115647387,254223.26173222467,2821090.5145170116,0.0
Wall,254223.26173222467,2821090.5145170116,254221.9200979169,2821090.9874851056,0.0
Wall,254221.9200979169,2821090.9874851056,254221.64525420818,2821090.2078558793,0.0
Wall,254221.64525420818,2821090.2078558793,254221.6114285617,2821090.1916632433,0.0
Wall,254221.6114285617,2821090.1916632433,254221.17657878398,2821090.344961403,0.0
Wall,254221.17657878398,2821090.344961403,254221.46157643097,2821091.15339357,0.0
Wall,254221.46157643097,2821091.15339357,254221.31521616262,2821091.204990146,0.0
Wall,254221.31521616262,2821091.204990146,254221.3152230451,2821091.205009669,0.0
Wall,254221.48739589078,2821091.6933999006,254221.64494505987,2821091.6378588863,0.0
Wall,254221.64494505987,2821091.6378588863,254221.7422724852,2821091.8574812477,0.0
Wall,254221.7422724852,2821091.8574812477,254222.28596225154,2821091.6576029086,0.0
Wall,254223.04113340715,2821093.4202442323,254222.3803510619,2821093.653190695,0.0
Wall,254222.3803510619,2821093.653190695,254222.46624692043,2821093.896845251,0.0
Wall,254222.46624692043,2821093.896845251,254222.35842174315,2821093.934857001,0.0
Wall,254222.5341845477,2821094.4334306084,254222.5341845477,2821094.4334306084,0.0
Wall,254222.5341845477,2821094.4334306084,254222.6548517847,2821094.3908916297,0.0
Wall,254222.6548517847,2821094.3908916297,254222.8775880364,2821095.0227114097,0.0
Wall,254222.8775880364,2821095.0227114097,254223.31280552922,2821094.869283619,0.0
Wall,254223.31280552922,2821094.869283619,254223.01066385704,2821094.012220239,0.0
Wall,254223.01066385704,2821094.012220239,254224.34358735388,2821093.5328178373,0.0
Wall,254224.34358735388,2821093.5328178373,254224.87372887885,2821095.00262556,0.0
Wall,254224.87372887885,2821095.00262556,254222.1286855719,2821095.948903716,0.0
Wall,254222.1286855719,2821095.948903716,254222.14309880254,2821095.9907148285,0.0
Wall,254222.14309880254,2821095.9907148285,254221.75830119775,2821096.1263680304,0.0
Wall,254221.75830119775,2821096.1263680304,254221.97669837487,2821096.726908127,0.0
Wall,254221.97669837487,2821096.726908127,254222.3573839014,2821096.5927045615,0.0
Wall,254222.3573839014,2821096.5927045615,254222.46895824771,2821096.884131667,0.0
Wall,254222.46895824771,2821096.884131667,254222.84483767825,2821096.74022432,0.0
Wall,254222.84483767825,2821096.74022432,254222.65187357093,2821096.192857024,0.0
Wall,254222.65187357093,2821096.192857024,254225.00413724227,2821095.37518871,0.0
Wall,254225.00413724227,2821095.37518871,254225.86635387666,2821097.820976138,0.0
Wall,254225.86635387666,2821097.820976138,254225.67460525985,2821097.8885735283,0.0
Wall,254225.67460525985,2821097.8885735283,254225.8838264398,2821098.4820560836,0.0
Wall,254225.8838264398,2821098.4820560836,254226.09288643827,2821098.4083558894,0.0
Wall,254226.09288643827,2821098.4083558894,254226.91081944984,2821100.687031798,0.0
Wall,254226.91081944984,2821100.687031798,254225.1917658299,2821101.2930520144,0.0
Wall,254225.1917658299,2821101.2930520144,254225.42607478777,2821101.915138069,0.0
Wall,254225.42607478777,2821101.915138069,254226.14175448753,2821101.6628385703,0.0
Wall,254226.14175448753,2821101.6628385703,254226.0069242737,2821101.3137707277,0.0
Wall,254226.0069242737,2821101.3137707277,254226.78995168832,2821101.048729522,0.0
Wall,254226.78995168832,2821101.048729522,254226.91212775043,2821101.3952975012,0.0
Wall,254226.91212775043,2821101.3952975012,254227.13437737303,2821101.316947552,0.0
Wall,254227.13437737303,2821101.316947552,254229.04696112248,2821106.700469857,0.0
Wall,254229.04696112248,2821106.700469857,254228.38527336507,2821106.9270821554,0.0
Wall,254228.38527336507,2821106.9270821554,254228.36906009994,2821106.881091161,0.0
Wall,254228.36906009994,2821106.881091161,254228.1485794911,2821106.9588174783,0.0
Wall,254228.1485794911,2821106.9588174783,254228.26202102695,2821107.28060886,0.0
Wall,254228.26202102695,2821107.28060886,254228.34905917835,2821107.249925187,0.0
Wall,254228.34905917835,2821107.249925187,254228.58076218207,2821107.8835336217,0.0
Wall,254228.58076218207,2821107.8835336217,254228.9420604485,2821107.763854587,0.0
Wall,254228.9420604485,2821107.763854587,254228.75986780264,2821107.213834384,0.0
Wall,254228.75986780264,2821107.213834384,254228.79975116317,2821107.1836360637,0.0
Wall,254228.79975116317,2821107.1836360637,254229.18696240705,2821107.056518088,0.0
Wall,254229.18696240705,2821107.056518088,254230.58754482187,2821111.029448701,0.0
Wall,254230.58754482187,2821111.029448701,254228.1155308009,2821111.889890721,0.0
Wall,254228.1155308009,2821111.889890721,254227.57286890564,2821110.3505610586,0.0
Wall,254227.57286890564,2821110.3505610586,254227.10992201048,2821110.5137643316,0.0
Wall,254227.10992201048,2821110.5137643316,254227.82060903817,2821112.5297187082,0.0
Wall,254227.82060903817,2821112.5297187082,254231.27921302078,2821111.296967081,0.0
Wall,254226.8204711781,2821109.692700137,254227.2749784962,2821109.5324720787,0.0
Wall,254227.2749784962,2821109.5324720787,254226.71968874492,2821107.957321892,0.0
Wall,254226.71968874492,2821107.957321892,254227.242553401,2821107.7582829744,0.0
Wall,254227.242553401,2821107.7582829744,254227.42486573948,2821108.2754351697,0.0
Wall,254227.42486573948,2821108.2754351697,254227.80865478388,2821108.152422534,0.0
Wall,254227.80865478388,2821108.152422534,254227.586871842,2821107.523306939,0.0
Wall,254227.586871842,2821107.523306939,254227.67521549802,2821107.4816610063,0.0
Wall,254227.67521549802,2821107.4816610063,254227.55820565976,2821107.14974768,0.0
Wall,254227.55820565976,2821107.14974768,254227.3096436282,2821107.2373735774,0.0
Wall,254227.3096436282,2821107.2373735774,254227.3280208911,2821107.2895030268,0.0
Wall,254227.3280208911,2821107.2895030268,254226.5685703542,2821107.557233116,0.0
Wall,254226.5685703542,2821107.557233116,254224.41387907328,2821101.57568803,0.0
Wall,254224.41387907328,2821101.57568803,254223.42722116626,2821098.700211672,0.0
Wall,254223.42722116626,2821098.700211672,254220.23337291944,2821099.808469503,0.0
Wall,254220.23337291944,2821099.808469503,254219.4163154487,2821097.5260528713,0.0
Wall,254219.4163154487,2821097.5260528713,254219.43779698448,2821097.51836293,0.0
Wall,254219.43779698448,2821097.51836293,254219.25411237116,2821096.997318102,0.0
Wall,254219.25411237116,2821096.997318102,254217.3780601633,2821097.6479228274,0.0
Wall,254217.3780601633,2821097.6479228274,254215.29824274397,2821091.8169644657,0.0
Wall,254215.29824274397,2821091.8169644657,254216.3557592313,2821091.439763828,0.0
Wall,254216.3557592313,2821091.439763828,254216.50812441058,2821091.837871839,0.0
Wall,254216.50812441058,2821091.837871839,254217.1889763731,2821091.5978502077,0.0
Wall,254217.1889763731,2821091.5978502077,254216.89935524995,2821090.7499846607,0.0
Wall,254216.89935524995,2821090.7499846607,254215.14379765108,2821091.38237132,0.0
Wall,254215.14379765108,2821091.38237132,254214.34669932237,2821089.158120311,0.0
Wall,254214.34669932237,2821089.158120311,254214.38202385942,2821089.1454611598,0.0
Wall,254214.38202385942,2821089.1454611598,254214.3390092699,2821088.99813542,0.0
Wall,254214.3390092699,2821088.99813542,254214.39898641207,2821088.9769915994,0.0
Wall,254214.39898641207,2821088.9769915994,254214.3173058003,2821088.745294129,0.0
Wall,254214.3173058003,2821088.745294129,254214.06595879744,2821088.833901816,0.0
Wall,254214.06595879744,2821088.833901816,254213.5915629115,2821087.4499904886,0.0
Wall,254213.5915629115,2821087.4499904886,254213.1915876468,2821087.603869504,0.0
Wall,254213.1915876468,2821087.603869504,254213.6739328677,2821088.972103229,0.0
Wall,254213.8348552014,2821089.3561193575,254214.27756575268,2821090.611924288,0.0
Wall,254214.4157663125,2821091.003947798,254214.80442897577,2821092.1064390023,0.0
Wall,254214.94698083727,2821092.510805535,254215.35939301882,2821093.680665276,0.0
Wall,254215.49728840563,2821094.0718231243,254215.5008019427,2821094.0817897203,0.0
Wall,254215.5008019427,2821094.0817897203,254215.96012302232,2821095.306738263,0.0
Wall,254216.08750600673,2821095.668076251,254216.8564525067,2821097.8492910494,0.0
Wall,254216.8564525067,2821097.8492910494,254216.7982933938,2821097.8697939576,0.0
Wall,254216.7982933938,2821097.8697939576,254216.98084989158,2821098.3876387416,0.0
Wall,254216.98084989158,2821098.3876387416,254217.52201660498,2821098.196860534,0.0
Wall,254217.52201660498,2821098.196860534,254217.5847270791,2821098.1964019365,0.0
Wall,254217.5847270791,2821098.1964019365,254218.89649115753,2821097.7157589467,0.0
Wall,254218.89649115753,2821097.7157589467,254219.89171007692,2821100.411902992,0.0
Wall,254219.89171007692,2821100.411902992,254223.09646289705,2821099.2593030557,0.0
Wall,254223.09646289705,2821099.2593030557,254226.8204711781,2821109.692700137,0.0
Wall,254220.3758367048,2821097.1261460483,254220.2896545382,2821096.8816793435,0.0
Wall,254220.2896545382,2821096.8816793435,254220.4195122002,2821096.6104128645,0.0
Wall,254220.4195122002,2821096.6104128645,254220.6380170785,2821096.533383054,0.0
Wall,254220.6380170785,2821096.533383054,254220.90928355747,2821096.6632407163,0.0
Wall,254220.90928355747,2821096.6632407163,254220.99546572406,2821096.907707421,0.0
Wall,254220.99546572406,2821096.907707421,254220.86560806207,2821097.1789739,0.0
Wall,254220.86560806207,2821097.1789739,254220.6471031838,2821097.2560037104,0.0
Wall,254220.6471031838,2821097.2560037104,254220.3758367048,2821097.1261460483,0.0
Wall,254218.89649115753,2821097.7157589467,254218.70197514142,2821097.188796297,0.0
Wall,254218.89649115753,2821097.7157589467,254219.4163154487,2821097.5260528713,0.0
Wall,254216.8564525067,2821097.8492910494,254217.32456746802,2821097.684265871,0.0
Wall,254217.32456746802,2821097.684265871,254217.52201660498,2821098.196860534,0.0
Wall,254215.6606069069,2821088.046797416,254222.76179900358,2821085.543404897,0.0
Wall,254222.76179900358,2821085.543404897,254222.91377314943,2821085.685910156,0.0
Wall,254222.19769723935,2821085.940272198,254222.1356107204,2821085.7641558703,0.0
Wall,254221.7724912987,2821086.091312402,254221.71004675477,2821085.9141804907,0.0
Wall,254220.57957262598,2821086.515056904,254220.51612364006,2821086.3350757645,0.0
Wall,254220.15436668534,2821086.6660971073,254220.09055967443,2821086.485100385,0.0
Wall,254218.95076270442,2821087.093637208,254218.88594225445,2821086.909765736,0.0
Wall,254218.52555676378,2821087.244677412,254218.46037828882,2821087.0597903566,0.0
Wall,254217.3189450388,2821087.673285913,254217.25275059225,2821087.485516925,0.0
Wall,254216.92450202868,2821087.8133986136,254216.85797545966,2821087.6246875175,0.0
Wall,254214.39898641207,2821088.9769915994,254215.1639756999,2821088.7073089276,0.0
Wall,254215.0790222651,2821088.466327677,254214.3173058003,2821088.745294129,0.0
Wall,254221.17657878398,2821090.344961403,254220.96603650015,2821089.747731368,0.0
Wall,254221.41503077053,2821090.260899613,254221.176393189,2821089.67357405,0.0
Wall,254219.2650755393,2821090.4447085196,254220.00567628045,2821090.1836235733,0.0
Wall,254220.00567628045,2821090.1836235733,254219.74894705685,2821089.455378394,0.0
Wall,254219.74894705685,2821089.455378394,254219.004040119,2821089.7457382595,0.0
Wall,254219.004040119,2821089.7457382595,254219.2650755393,2821090.4447085196,0.0
Wall,254217.2479744295,2821093.6623153677,254217.9470245622,2821093.4158783117,0.0
Wall,254217.9470245622,2821093.4158783117,254217.7093372128,2821092.7416478368,0.0
Wall,254217.7093372128,2821092.7416478368,254217.01454321883,2821092.9865844706,0.0
Wall,254217.01454321883,2821092.9865844706,254217.2479744295,2821093.6623153677,0.0
Wall,254217.2813772879,2821093.5931001687,254217.87792341766,2821093.382798983,0.0
Wall,254217.87792341766,2821093.382798983,254217.6762578839,2821092.8107489813,0.0
Wall,254217.6762578839,2821092.8107489813,254217.0833228697,2821093.019777136,0.0
Wall,254217.0833228697,2821093.019777136,254217.2813772879,2821093.5931001687,0.0
Wall,254222.3803510619,2821093.653190695,254221.7228182059,2821091.864633284,0.0
Wall,254221.31521616262,2821091.204990146,254221.16275285638,2821091.2587382346,0.0
Wall,254221.16275285638,2821091.2587382346,254222.30981551018,2821094.512527718,0.0
Wall,254222.30981551018,2821094.512527718,254222.5341845477,2821094.4334306084,0.0
Wall,254222.35842174315,2821093.934857001,254222.13405270563,2821094.013954111,0.0
Wall,254221.48739589078,2821091.6933999006,254221.33493258455,2821091.7471479885,0.0
Wall,254222.8775880364,2821095.0227114097,254223.08341359094,2821095.619787499,0.0
Wall,254223.09519678282,2821094.9459975143,254223.3015458965,2821095.544592388,0.0
Wall,254226.14175448753,2821101.6628385703,254226.91212775043,2821101.3952975012,0.0
Wall,254225.90506417258,2821101.0415920187,254225.70242112075,2821100.4667691626,0.0
Wall,254225.70242112075,2821100.4667691626,254224.2164201868,2821101.0002217456,0.0
Wall,254225.1917658299,2821101.2930520144,254224.40905299495,2821101.5616231,0.0
Wall,254225.42607478777,2821101.915138069,254225.50006712333,2821102.1115863845,0.0
Wall,254225.50006712333,2821102.1115863845,254224.70756224758,2821102.390969163,0.0
Wall,254228.1485794911,2821106.9588174783,254227.55820565976,2821107.14974768,0.0
Wall,254227.67521549802,2821107.4816610063,254228.2601976081,2821107.2754364996,0.0
Wall,254226.8204711781,2821109.692700137,254227.10992201048,2821110.5137643316,0.0
Wall,254227.2749784962,2821109.5324720787,254227.57286890564,2821110.3505610586,0.0
